700,1,1,2K
700,0,1,2K
700,1,1,2K
700,2,1,2K
700,1,1,2K
700,1,1,2K
700,1,1,2K
700,1,1,2K
700,1,1,2K
700,2,2,2K
704,1,1,2K
704,1,1,2K
704,1,1,2K
750,1,1,2K
750,1,1,2K
750,2,1,2K
750,1,1,2K
750,1,1,2K
750,1,1,2K
750,1,0,2K
750,2,1,2K
750,2,1,2K
750,1,1,2K
750,1,1,2K
750,1,1,2K
750,1,1,2K
768,2,1,2K
770,1,1,2K
770,1,1,2K
775,1,1,2K
800,1,1,2K
800,2,1,2K
800,2,1,2K
800,1,1,2K
800,2,1,2K
800,1,1,2K
800,1,1,2K
800,2,1,2K
800,1,1,2K
800,1,1,2K
825,1,1,2K
825,1,1,2K
850,2,1,2K
850,2,1,2K
850,2,2,2K
865,2,1,2K
875,2,1,2K
900,2,1,2K
900,2,1,2K
900,1,1,2K
900,1,1,2K
900,3,1,2K
900,2,1,2K
900,2,1,2K
900,2,1,2K
900,2,1,2K
900,1,1,2K
900,1,1,2K
900,2,1,2K
943,2,1,2K
950,1,1,2K
950,2,1,2K
950,2,1,2K
980,2,1,2K
980,1,1,2K
990,4,1,2K
1000,4,1,3.5K
1000,3,1.5,3.5K
1000,2,1,3.5K
1000,2,1,3.5K
1000,2,1,3.5K
1000,1,0,3.5K
1050,3,1,3.5K
1150,3,2,3.5K
1200,3,2,3.5K
1300,3,2,3.5K
1300,3,2,3.5K
1500,3,2,3.5K
1530,3,2.5,3.5K
1600,3,1,3.5K
1750,4,2,3.5K
20,4,1.5,3.5K
2000,4,2,3.5K
2253,3,3.5,3.5K
495,1,1,3.5K
561,1,1,3.5K
575,1,1,3.5K
613,0,1,3.5K
650,1,1,3.5K
700,1,1,3.5K
700,1,1,3.5K
700,1,1,3.5K
700,1,1,3.5K
700,1,1,3.5K
712,1,1,3.5K
720,1,1,3.5K
720,1,1,3.5K
720,1,1,3.5K
720,1,1,3.5K
720,3,1,3.5K
730,2,1,3.5K
730,2,1,3.5K
730,2,1,3.5K
730,1,1,3.5K
750,4,1,3.5K
750,3,1,3.5K
750,3,1,3.5K
750,3,1,3.5K
755,1,1,3.5K
760,1,1,3.5K
780,2,1,3.5K
786,2,1,3.5K
800,1,1,3.5K
800,1,1,3.5K
800,0,1,3.5K
800,2,1,3.5K
825,1,1,3.5K
825,1,1,3.5K
825,1,1,3.5K
825,1,1,3.5K
900,3,2,3.5K
900,3,2,3.5K
900,3,2,3.5K
915,0,1,3.5K
950,2,1.5,3.5K
950,1,1,3.5K
962,1,1,3.5K
962,1,1,3.5K
1000,3,1,3K
1000,3,1,3K
1000,2,1,3K
1000,3,2,3K
1000,3,1.5,3K
1000,2,1,3K
1000,2,1,3K
1000,2,1,3K
1000,2,1,3K
1000,2,1,3K
1000,2,2,3K
1077,2,2,3K
1100,2,1,3K
1100,3,1,3K
1100,3,1,3K
1127,2,2,3K
1145,2,2,3K
1200,3,1,3K
1200,2,2,3K
1200,2,2,3K
1200,2,1,3K
1200,5,2,3K
1275,3,1,3K
1280,3,1.5,3K
1300,3,2,3K
1300,3,2,3K
1300,3,2,3K
1340,4,2,3K
1427,2,2,3K
1450,2,2.5,3K
1521,3,2.5,3K
20,2,1,3K
20,1,1,3K
20,4,1,3K
20,4,1,3K
20,2,1,3K
2900,3,1,3K
385,0,1,3K
445,0,1,3K
500,0,1,3K
500,0,1,3K
500,0,1,3K
529,0,1,3K
529,0,1,3K
529,0,1,3K
529,0,1,3K
529,0,1,3K
529,0,1,3K
534,1,1,3K
550,0,1,3K
550,0,1,3K
575,1,1,3K
597,2,1,3K
600,1,1,3K
600,1,1,3K
605,1,1,3K
640,1,1,3K
650,1,1,3K
650,0,1,3K
660,1,1,3K
664,1,1,3K
670,2,1,3K
675,1,1,3K
675,1,1,3K
675,1,1,3K
685,1,1,3K
685,1,1,3K
688,1,1,3K
700,1,1,3K
700,1,1,3K
700,2,1,3K
700,0,1,3K
700,2,1,3K
700,1,1,3K
710,1,1,3K
720,1,1,3K
750,2,1,3K
750,1,1,3K
750,1,1,3K
750,2,1,3K
750,1,1,3K
800,2,1,3K
800,2,1,3K
800,3,0,3K
800,2,1,3K
800,2,1,3K
800,1,1,3K
800,2,1,3K
835,2,1,3K
850,1,1,3K
850,1,1,3K
850,1,1,3K
850,1,1,3K
850,1,1,3K
850,1,1,3K
875,2,1,3K
900,2,1,3K
900,2,1,3K
900,2,1,3K
900,2,1,3K
900,3,1,3K
955,4,2,3K
1000,2,2,4.5K
1000,2,2,4.5K
1000,2,2,4.5K
1000,2,2,4.5K
1100,2,1,4.5K
1100,2,1,4.5K
1120,2,2,4.5K
1200,3,2,4.5K
1500,3,2,4.5K
1500,2,1,4.5K
20,2,1,4.5K
2000,3,2,4.5K
2563,3,3.5,4.5K
3200,4,2.5,4.5K
700,1,1,4.5K
700,2,1,4.5K
720,1,1,4.5K
800,1,1,4.5K
800,1,1,4.5K
900,3,1,4.5K
967,2,1,4.5K
993,2,0,4.5K
1000,3,2,4K
1000,2,2,4K
1000,1,1,4K
1000,3,1,4K
1000,2,0,4K
1000,3,2,4K
1350,4,2.5,4K
1450,4,2.5,4K
1500,3,2,4K
20,1,1,4K
20,2,1,4K
2450,4,2,4K
597,0,1,4K
617,1,1,4K
624,1,1,4K
700,2,1,4K
710,1,1,4K
728,1,1,4K
738,1,1,4K
750,1,1,4K
800,1,1,4K
822,2,1,4K
822,2,1,4K
850,2,1,4K
850,2,1,4K
900,1,1,4K
900,1,1,4K
900,2,1,4K
980,3,1,4K
1000,3,2,5.5K
1200,4,2,5.5K
1500,2,1,5.5K
1600,5,3,5.5K
1750,3,2,5.5K
1800,2,2.5,5.5K
1800,2,2,5.5K
794,1,1,5.5K
850,3,2,5.5K
900,2,1,5.5K
990,1,1.5,5.5K
1000,2,2,5K
1000,2,2,5K
1000,2,2,5K
1100,1,1,5K
1100,4,2,5K
1100,4,2,5K
1100,4,2,5K
1200,3,2,5K
1200,3,2,5K
1200,3,2,5K
1300,3,2,5K
1600,4,2,5K
990,3,1,5K
1000,2,2,6.5K
1050,4,2,6.5K
1100,2,2,6.5K
968,2,2,6.5K
1100,3,2,6K
1500,4,2,6K
1525,4,0,6K
